,StudentID,Preferences,Q0,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,V_Score,R_Score,A_Score,K_Score,Preferred_Style,Visual,Auditorial,Reading,Kinesthetic
81,82,0.75,0.5,0.75,1.0,0.5,0.5,0.75,0.0,0.25,0.0,0.5,0.5,0.5,0.5,0.5,0.25,0.0,0.5,0.5,0.25,0.25,0.5,0.75,0.75,0.25,0.75,0.5,0.5,0.25,3.25,2.0,3.25,3.75,K,0.3611111111111111,0.65,0.6666666666666666,0.38636363636363635
82,83,"R, V, A",0.25,0.75,1.0,1.0,0.0,0.75,0.5,0.75,0.5,0.0,0.5,0.25,0.0,0.5,1.0,0.75,0.75,1.0,0.5,0.75,0.75,1.0,0.5,0.0,0.75,0.5,1.0,1.0,7.0,3.0,3.0,4.0,V,0.7777777777777778,0.6,1.0,0.36363636363636365
83,84,"A, R, K, V",0.75,1.0,0.25,0.5,1.0,0.75,1.0,0.5,0.5,1.0,0.75,1.0,1.0,1.0,1.0,0.75,0.75,1.0,0.75,0.5,1.0,0.5,0.75,1.0,0.75,0.75,0.75,0.25,7.0,1.75,3.75,8.5,K,0.7777777777777778,0.75,0.5833333333333334,0.8181818181818182
84,85,"V, A",0.5,0.75,0.5,0.75,0.0,0.75,0.25,0.75,0.25,0.0,0.25,0.5,0.75,0.5,1.0,0.75,0.75,0.75,0.5,1.0,0.75,0.75,0.75,1.0,0.5,0.25,1.0,0.5,6.75,2.0,3.25,3.75,V,0.8055555555555556,0.75,0.6666666666666666,0.3409090909090909
85,86,"K, R",1.0,0.5,0.5,0.75,0.5,0.0,0.5,0.75,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.75,0.75,1.0,0.75,0.25,0.5,0.25,0.5,1.0,0.5,1.0,4.25,2.0,1.5,9.5,K,0.4722222222222222,0.3,0.6666666666666666,0.8636363636363636
86,87,"V, R, A",0.5,1.0,0.75,1.0,0.5,1.0,0.5,1.0,1.0,0.0,0.75,0.75,0.5,0.5,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.75,0.5,1.0,0.5,0.5,0.5,7.25,2.75,4.25,5.0,V,0.8611111111111112,0.85,0.9166666666666666,0.5454545454545454
87,88,"A, R, K, V",0.75,1.0,1.0,0.5,1.0,0.75,0.75,1.0,0.75,0.75,0.75,0.0,1.0,1.0,0.75,0.75,0.75,1.0,0.75,0.75,0.75,0.5,0.25,1.0,0.5,0.75,1.0,1.0,7.5,2.5,3.0,8.5,K,0.8333333333333334,0.6,0.8333333333333334,0.7727272727272727
88,89,"R, A, K",1.0,0.0,0.75,0.75,0.5,0.75,1.0,0.25,0.75,0.75,1.0,0.75,1.0,0.5,0.5,0.5,0.5,0.75,1.0,0.25,1.0,0.75,0.75,1.0,1.0,1.0,1.0,0.25,4.5,2.25,4.25,8.0,K,0.5555555555555556,0.85,0.75,0.7727272727272727
89,90,"R, K, V",0.75,1.0,1.0,0.75,0.75,0.0,0.75,0.75,0.75,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.75,0.75,0.5,0.5,0.75,0.25,0.5,1.0,0.75,7.75,2.5,1.5,8.75,K,0.8611111111111112,0.4,0.8333333333333334,0.8409090909090909
90,91,"R, K",1.0,0.5,1.0,0.75,0.25,0.25,1.0,0.5,1.0,1.0,0.75,1.0,1.0,1.0,0.75,0.25,0.25,1.0,0.75,0.25,0.5,0.75,0.25,0.25,0.75,1.0,0.5,0.5,3.75,2.75,2.25,9.5,K,0.4722222222222222,0.45,0.9166666666666666,0.8636363636363636
91,92,"A, K",1.0,0.25,1.0,0.25,0.5,0.5,1.0,0.75,1.0,0.75,0.75,1.0,0.75,0.75,0.25,0.75,0.0,0.25,0.5,0.0,0.5,0.75,1.0,1.0,1.0,1.0,0.5,0.0,3.0,1.5,3.75,8.0,K,0.3888888888888889,0.85,0.5,0.7727272727272727
92,93,"K, A",0.75,1.0,0.5,0.5,0.75,0.75,0.75,0.25,1.0,1.0,0.5,0.5,1.0,1.0,0.75,0.5,0.5,0.0,0.75,0.5,0.5,0.75,0.5,0.75,1.0,1.0,0.0,0.75,4.25,1.0,3.75,9.0,K,0.5277777777777778,0.75,0.3333333333333333,0.8181818181818182
93,94,R,0.5,0.5,0.75,0.5,0.25,0.5,0.5,0.75,0.25,0.0,0.25,0.5,0.5,0.25,0.25,0.5,0.5,0.0,0.25,0.75,0.5,0.25,0.5,0.0,0.75,0.0,0.0,0.5,4.0,1.25,2.0,3.5,V,0.4444444444444444,0.4,0.4166666666666667,0.3181818181818182
94,95,"K, A, V",0.75,0.75,0.75,0.5,0.75,0.75,0.5,0.25,0.0,0.75,1.0,0.75,1.0,0.75,0.5,0.75,1.0,0.5,1.0,0.75,0.25,1.0,0.75,0.75,0.75,0.75,0.5,1.0,5.25,1.75,4.0,8.0,K,0.6388888888888888,0.8,0.5833333333333334,0.7272727272727273
95,96,0.75,0.0,0.25,0.25,0.5,0.25,0.5,0.75,0.25,0.5,0.5,0.25,0.5,0.5,0.25,0.0,0.75,0.5,0.5,0.0,0.25,0.5,1.0,0.5,1.0,1.0,0.5,0.5,0.25,3.0,1.25,4.0,4.25,K,0.3333333333333333,0.8,0.4166666666666667,0.38636363636363635
96,97,R,0.25,0.25,0.5,0.5,0.75,0.25,0.75,0.25,0.25,0.25,0.25,0.0,0.5,0.75,0.5,0.5,0.75,0.75,0.5,0.0,0.5,0.75,0.5,0.0,0.5,0.5,0.75,0.5,4.0,1.75,2.0,4.75,K,0.4444444444444444,0.4,0.5833333333333334,0.4318181818181818
97,98,"R, V, K",0.75,0.5,0.5,0.75,1.0,0.5,0.75,1.0,0.5,1.0,0.75,1.0,0.75,1.0,1.0,0.5,1.0,0.75,1.0,0.5,1.0,0.0,0.75,0.0,0.75,0.0,0.5,0.5,6.0,2.0,2.0,7.5,K,0.7777777777777778,0.4,0.6666666666666666,0.7272727272727273
98,99,"A, R",0.25,0.25,0.25,0.75,0.5,0.5,0.75,0.25,0.0,0.25,0.0,0.25,0.5,0.5,0.75,0.75,0.5,0.5,0.5,0.25,0.25,1.0,0.75,0.75,0.75,1.0,0.5,0.25,4.0,1.5,3.75,3.25,V,0.4444444444444444,0.75,0.5,0.38636363636363635
99,100,"K, V, A",1.0,0.75,0.5,0.75,0.75,0.75,0.75,0.75,1.0,0.75,0.75,1.0,1.0,1.0,1.0,1.0,0.75,0.0,0.75,1.0,1.0,0.5,0.75,1.0,1.0,1.0,1.0,0.75,8.0,1.25,3.5,9.75,K,0.8888888888888888,0.8,0.4166666666666667,0.8863636363636364
100,101,"V, K, R, A",0.75,0.75,0.75,1.0,0.75,0.5,0.5,0.5,0.0,0.75,0.25,0.75,1.0,0.75,0.75,1.0,0.25,1.0,1.0,1.0,1.0,0.75,0.75,0.25,1.0,1.0,1.0,0.75,6.75,2.75,3.25,7.25,K,0.8055555555555556,0.65,0.9166666666666666,0.6590909090909091
101,102,"R, V, A",0.25,0.75,0.5,0.5,0.5,0.5,0.25,0.75,0.0,0.75,0.75,0.5,0.25,0.25,1.0,0.75,0.75,1.0,0.75,0.75,0.75,1.0,0.5,1.0,1.0,0.25,0.0,0.25,6.25,2.0,3.5,4.0,V,0.6944444444444444,0.8,0.6666666666666666,0.36363636363636365
102,103,"K, A, V",0.75,0.75,0.5,0.5,0.0,1.0,1.0,0.75,1.0,0.75,0.75,0.75,1.0,0.75,1.0,0.75,1.0,0.5,0.0,0.75,0.75,0.75,0.0,0.75,1.0,0.75,0.0,1.0,5.75,1.0,3.5,8.5,K,0.6388888888888888,0.7,0.5,0.7727272727272727
103,104,R,0.25,0.5,0.0,1.0,0.5,0.25,1.0,0.25,0.75,0.5,0.25,0.75,0.75,0.0,0.5,0.25,0.0,0.75,0.75,0.0,0.25,0.25,0.25,0.5,1.0,0.25,0.5,0.25,3.0,1.75,2.25,5.25,K,0.3333333333333333,0.45,0.5833333333333334,0.4772727272727273
104,105,"A, V",0.5,0.75,0.25,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.25,1.0,1.0,0.75,0.5,0.5,0.5,0.75,1.0,0.0,0.75,0.75,0.5,0.0,0.25,5.75,1.75,3.5,4.25,V,0.6388888888888888,0.7,0.5833333333333334,0.38636363636363635
105,106,"R, V, A, K",0.75,0.75,0.0,1.0,1.0,1.0,0.75,0.75,1.0,1.0,0.5,0.75,1.0,1.0,0.5,0.0,1.0,0.75,0.75,1.0,1.0,1.0,0.75,0.0,1.0,1.0,1.0,1.0,6.75,1.75,3.75,9.75,K,0.75,0.75,0.5833333333333334,0.8863636363636364
106,107,"A, R",0.0,0.75,1.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.5,0.5,0.25,0.25,0.0,0.75,0.5,0.5,1.0,0.5,0.5,0.5,0.0,0.5,0.25,4.0,2.0,2.0,2.75,V,0.5,0.5,0.6666666666666666,0.29545454545454547
107,108,"R, A, K, V",0.5,0.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.75,0.0,0.75,0.75,0.5,0.0,0.5,0.0,0.75,0.75,1.0,1.0,0.75,1.0,1.0,0.5,1.0,1.0,5.5,1.75,4.75,7.5,K,0.6111111111111112,0.95,0.5833333333333334,0.7272727272727273
108,109,"V, R, K",0.25,1.0,0.75,1.0,1.0,0.25,1.0,0.25,0.75,0.75,1.0,0.75,1.0,1.0,0.75,1.0,1.0,0.5,0.5,0.75,1.0,0.0,0.0,0.25,0.5,1.0,0.25,0.75,6.5,2.25,1.0,9.25,K,0.7222222222222222,0.2,0.75,0.8409090909090909
109,110,"K, V, R, A",1.0,0.75,0.25,0.75,0.75,0.0,0.75,0.75,1.0,0.75,0.75,0.75,1.0,0.25,1.0,1.0,1.0,1.0,0.0,0.5,1.0,0.75,0.75,0.75,1.0,1.0,0.75,0.75,6.75,2.0,3.25,8.75,K,0.75,0.65,0.6666666666666666,0.7954545454545454
110,111,"R, A, K",0.75,0.75,0.75,1.0,1.0,0.75,0.75,0.5,0.75,0.5,1.0,0.25,0.75,1.0,0.75,0.5,0.0,1.0,1.0,0.0,0.25,0.75,1.0,1.0,1.0,0.75,0.5,1.0,4.25,2.75,4.5,8.5,K,0.4722222222222222,0.9,0.9166666666666666,0.7727272727272727
111,112,"K, A, V, R",1.0,1.0,0.5,0.25,0.5,1.0,0.25,0.25,0.5,0.75,1.0,1.0,0.25,0.25,0.75,1.0,1.0,0.75,0.5,1.0,1.0,1.0,0.75,0.75,0.75,0.75,0.75,1.0,7.25,1.5,4.25,7.25,"V, K",0.8055555555555556,0.85,0.5,0.6590909090909091
112,113,0.75,0.5,0.0,0.75,0.5,0.25,1.0,0.75,0.5,0.5,0.5,0.0,0.25,0.5,0.25,0.25,0.5,0.25,0.0,0.75,0.5,0.5,0.0,0.75,1.0,0.0,1.0,0.25,0.5,3.0,1.25,2.75,5.0,K,0.3888888888888889,0.55,0.4166666666666667,0.45454545454545453
113,114,"V, A",0.5,0.75,0.5,1.0,0.75,1.0,0.5,0.75,0.25,0.5,0.75,0.5,0.75,0.5,0.75,0.0,0.75,0.25,1.0,1.0,1.0,0.75,1.0,0.5,1.0,0.25,1.0,0.5,7.0,1.75,4.25,5.75,V,0.7777777777777778,0.85,0.5833333333333334,0.5227272727272727
114,115,"V, R, A, K",1.0,0.75,0.0,0.5,1.0,0.75,0.5,1.0,0.75,0.75,1.0,1.0,1.0,0.0,0.75,0.25,1.0,0.75,1.0,1.0,0.75,0.75,1.0,0.5,1.0,0.75,0.5,1.0,7.0,0.75,4.0,8.75,K,0.7777777777777778,0.8,0.4166666666666667,0.7954545454545454
115,116,R,0.0,0.75,0.75,0.5,0.0,0.75,0.75,0.0,0.25,0.75,0.5,0.0,0.0,0.0,0.25,1.0,0.5,0.5,0.5,0.5,0.75,0.0,0.75,0.5,0.25,0.5,0.25,0.25,4.5,1.25,2.25,3.0,V,0.5,0.45,0.5833333333333334,0.2727272727272727
116,117,"R, V, A, K",0.5,0.75,0.25,1.0,0.75,0.75,1.0,0.75,1.0,0.0,0.5,0.0,0.75,0.5,0.0,0.75,0.75,0.75,0.0,0.75,0.75,0.75,1.0,1.0,0.5,0.75,1.0,0.75,5.5,2.0,4.0,5.5,"V, K",0.6111111111111112,0.8,0.6666666666666666,0.5909090909090909
117,118,"V, R, A",0.5,0.5,0.75,0.75,0.0,1.0,0.5,1.0,0.0,0.75,0.5,0.0,0.0,0.5,1.0,0.25,0.75,1.0,0.75,0.75,1.0,1.0,0.25,1.0,1.0,0.25,0.5,0.5,5.5,2.5,4.25,3.5,V,0.7222222222222222,0.85,0.8333333333333334,0.3181818181818182
118,119,"R, A",0.5,0.0,1.0,0.75,0.0,0.75,0.5,0.5,0.5,0.0,0.25,0.5,0.5,0.5,0.25,0.25,1.0,1.0,0.5,0.5,1.0,0.75,1.0,0.75,1.0,0.75,0.5,0.5,4.0,2.75,4.25,3.5,0.75,0.5,0.85,0.9166666666666666,0.4090909090909091
119,120,"V, R, A",0.0,0.75,1.0,0.75,0.25,1.0,0.5,0.5,0.75,0.75,1.0,0.5,0.25,0.5,0.5,0.5,1.0,0.75,1.0,1.0,1.0,1.0,1.0,0.75,0.75,0.5,1.0,0.25,6.75,2.5,4.5,5.25,V,0.8055555555555556,0.9,0.8333333333333334,0.4772727272727273
120,121,V,0.5,0.75,0.5,0.25,0.5,0.0,0.0,0.75,0.25,0.5,0.5,0.5,0.5,0.0,1.0,1.0,1.0,0.75,1.0,0.5,1.0,0.75,0.5,0.75,0.5,1.0,0.75,0.75,7.75,1.5,2.5,4.5,V,0.8611111111111112,0.5,0.5,0.45454545454545453
121,122,"V, A, R, K",0.75,0.75,1.0,1.0,0.75,0.75,0.75,1.0,0.75,0.75,0.0,1.0,1.0,1.0,1.0,0.5,0.75,1.0,0.75,0.75,0.75,0.5,1.0,0.75,1.0,0.75,0.75,0.75,7.0,3.0,3.5,8.25,K,0.7777777777777778,0.8,1.0,0.75
122,123,"V, K, R, A",0.75,1.0,1.0,0.5,1.0,1.0,0.75,0.75,0.75,0.0,0.75,0.75,0.75,0.5,0.5,0.75,1.0,1.0,0.75,0.75,1.0,0.25,0.75,0.5,0.75,0.5,1.0,0.5,7.0,2.5,2.75,6.0,V,0.8333333333333334,0.65,0.8333333333333334,0.6363636363636364
123,124,"A, K, R",1.0,0.0,0.5,0.0,1.0,0.75,1.0,0.25,0.75,0.75,0.75,0.5,0.75,0.75,0.5,0.5,0.5,0.75,1.0,0.5,0.5,1.0,1.0,0.75,1.0,0.75,0.25,1.0,3.5,1.25,4.5,8.5,K,0.4444444444444444,0.9,0.4166666666666667,0.8181818181818182
124,125,"V, A, R",0.0,0.25,0.5,1.0,0.25,0.75,0.5,1.0,0.5,0.5,1.0,0.5,0.25,0.25,0.75,0.75,1.0,0.0,1.0,1.0,1.0,0.5,0.5,0.75,0.75,0.75,0.0,1.0,6.75,1.5,3.25,4.5,V,0.75,0.65,0.5,0.5
125,126,"K, R, A",0.75,0.5,0.5,1.0,0.75,1.0,1.0,0.75,0.75,0.75,1.0,1.0,0.75,1.0,0.5,0.5,0.5,1.0,0.75,0.25,0.5,1.0,0.75,1.0,1.0,1.0,1.0,0.75,5.25,2.5,4.75,9.5,K,0.5833333333333334,0.95,0.8333333333333334,0.8636363636363636
126,127,R,0.5,0.25,0.75,0.75,0.75,0.25,0.25,0.5,0.75,0.5,0.5,0.5,0.5,0.0,0.5,0.75,0.5,0.75,0.5,0.75,0.75,0.0,0.75,0.25,0.5,0.0,0.75,0.0,4.75,2.25,1.75,4.25,V,0.5833333333333334,0.35,0.75,0.38636363636363635
127,128,"K, R, A",0.75,0.25,0.5,0.5,1.0,1.0,0.25,0.75,0.75,0.75,1.0,0.75,1.0,1.0,0.5,0.5,0.5,0.75,0.0,0.5,0.5,0.75,0.75,0.75,0.75,1.0,0.25,1.0,3.75,1.75,4.0,9.25,K,0.4166666666666667,0.8,0.5833333333333334,0.8409090909090909
128,129,"K, R",0.0,0.5,0.75,0.75,0.0,0.75,0.5,0.5,1.0,0.0,0.75,0.75,0.5,0.75,0.75,0.75,0.75,0.0,0.25,0.5,0.0,0.5,0.5,0.5,0.25,0.0,0.25,0.75,4.25,1.5,2.5,4.5,K,0.4722222222222222,0.5,0.5,0.45454545454545453
129,130,"R, K",0.25,1.0,0.75,0.75,0.5,0.5,0.75,0.5,0.5,1.0,0.5,0.75,0.5,0.75,0.25,0.5,0.5,1.0,0.0,0.5,0.5,0.0,0.75,0.5,0.0,0.75,0.25,0.75,4.0,2.5,1.25,6.0,K,0.4444444444444444,0.35,0.8333333333333334,0.6363636363636364
130,131,V,0.5,0.75,0.25,0.25,0.0,0.5,0.5,0.75,0.5,0.5,0.5,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.25,0.5,0.75,0.5,0.25,0.5,0.25,3.0,1.0,2.5,4.75,K,0.6111111111111112,0.5,0.3333333333333333,0.4318181818181818
131,132,"K, R",0.5,0.25,0.5,0.75,1.0,0.5,0.0,0.25,1.0,1.0,0.25,1.0,0.25,1.0,0.75,0.25,0.5,0.75,0.0,0.75,0.75,0.25,0.5,0.0,0.5,0.75,0.5,0.0,4.0,2.0,1.75,6.75,K,0.4444444444444444,0.35,0.6666666666666666,0.6136363636363636
132,133,"R, V, K",1.0,1.0,0.75,0.0,0.75,0.75,0.75,0.75,0.75,1.0,1.0,0.75,0.75,1.0,0.25,1.0,1.0,0.75,0.5,1.0,0.75,0.0,0.5,0.75,0.0,0.75,1.0,1.0,6.75,1.5,1.5,9.5,K,0.8055555555555556,0.4,0.5,0.8636363636363636
133,134,"K, R, A",1.0,0.25,1.0,0.5,0.75,1.0,1.0,0.0,0.75,0.25,0.5,0.75,0.5,0.75,0.75,0.5,0.25,0.75,0.5,0.25,0.25,0.75,1.0,0.75,0.75,1.0,0.75,0.75,3.5,1.75,4.25,7.5,K,0.3888888888888889,0.85,0.75,0.7272727272727273
134,135,K,0.75,0.0,0.75,0.5,1.0,0.75,1.0,0.5,0.5,0.75,0.75,0.75,1.0,0.5,0.5,0.25,0.5,0.5,0.25,1.0,0.5,1.0,0.5,0.5,0.5,0.75,0.5,0.75,4.0,1.75,3.25,8.5,K,0.4444444444444444,0.65,0.5833333333333334,0.7727272727272727
135,136,"A, R",0.5,0.25,0.75,0.75,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.25,0.5,0.5,0.25,0.25,1.0,1.0,0.5,0.5,1.0,0.75,0.75,1.0,0.5,1.0,0.25,3.25,2.5,3.5,4.5,K,0.4722222222222222,0.8,0.8333333333333334,0.4090909090909091
136,137,"V, R, K, A",1.0,0.5,1.0,1.0,0.75,1.0,1.0,0.75,1.0,1.0,1.0,0.75,0.5,0.25,0.75,0.75,0.75,0.75,1.0,1.0,0.75,1.0,0.5,0.75,0.5,0.75,1.0,1.0,7.25,2.75,3.75,9.0,K,0.8055555555555556,0.75,0.9166666666666666,0.8181818181818182
137,138,"A, V",0.75,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.25,0.25,0.5,0.25,0.75,0.0,0.25,0.75,1.0,0.25,0.75,0.75,0.75,0.0,1.0,0.75,0.75,0.25,0.75,0.5,7.0,1.75,3.5,4.5,V,0.7777777777777778,0.7,0.5833333333333334,0.4090909090909091
138,139,"V, A, K, R",1.0,0.5,0.75,0.75,0.75,0.5,1.0,1.0,0.75,1.0,0.25,1.0,1.0,1.0,0.75,0.75,0.75,0.5,1.0,1.0,0.5,1.0,1.0,0.75,0.0,0.75,1.0,1.0,6.75,1.5,3.25,9.5,K,0.8055555555555556,0.65,0.6666666666666666,0.8636363636363636
139,140,"R, A",0.25,0.25,0.75,0.75,0.75,0.75,0.25,0.5,0.5,0.75,0.0,0.0,0.5,0.5,0.75,0.75,0.5,0.75,0.25,0.0,0.5,0.75,1.0,0.75,1.0,0.25,0.0,0.25,3.0,2.25,4.25,3.5,0.75,0.3888888888888889,0.85,0.75,0.36363636363636365
140,141,"A, R, K",1.0,0.5,0.75,0.0,0.75,0.75,0.75,0.25,0.75,1.0,0.75,0.75,1.0,0.0,0.5,0.5,0.5,1.0,0.5,1.0,0.75,0.0,0.75,1.0,0.5,1.0,0.5,0.75,4.5,1.75,2.5,8.5,K,0.5555555555555556,0.6,0.5833333333333334,0.7727272727272727
141,142,"A, V, K",1.0,0.75,0.75,0.5,0.0,0.5,0.5,0.75,0.5,0.0,0.75,1.0,0.5,1.0,0.5,1.0,0.75,0.5,1.0,0.25,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,6.5,1.25,4.25,6.75,K,0.7777777777777778,0.85,0.5833333333333334,0.6590909090909091
142,143,"V, K, R, A",0.75,0.5,0.75,1.0,0.75,1.0,1.0,0.75,0.5,1.0,0.75,0.75,0.75,1.0,0.5,0.75,1.0,0.75,0.0,0.75,1.0,0.75,1.0,0.75,1.0,0.75,0.0,0.75,5.25,2.5,4.5,8.25,K,0.5833333333333334,0.9,0.8333333333333334,0.7954545454545454
143,144,R,0.25,0.5,0.5,1.0,0.5,0.5,0.5,0.75,0.25,0.75,0.25,0.25,0.75,0.25,0.5,0.25,0.5,0.75,0.5,0.5,0.25,0.25,0.5,1.0,0.25,0.75,0.5,0.5,3.75,2.25,2.0,5.0,K,0.4722222222222222,0.5,0.75,0.45454545454545453
144,145,R,0.5,0.25,1.0,1.0,0.5,0.5,0.5,0.0,0.5,0.25,0.0,0.5,0.25,0.75,0.75,0.5,0.25,0.75,0.0,0.5,0.5,0.0,0.75,1.0,0.25,0.75,0.0,0.5,2.25,2.75,2.5,5.0,K,0.3055555555555556,0.5,0.9166666666666666,0.45454545454545453
145,146,"R, K, A, V",0.75,1.0,0.5,1.0,1.0,0.5,0.75,1.0,0.75,0.5,1.0,0.0,0.75,1.0,0.5,1.0,0.75,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.75,0.5,7.75,2.5,4.0,7.75,"V, K",0.8611111111111112,0.9,0.8333333333333334,0.7045454545454546
146,147,"R, V, A",0.5,1.0,0.75,1.0,0.5,0.25,0.25,1.0,0.0,0.75,0.0,1.0,0.25,0.5,0.0,0.25,0.75,0.75,0.75,1.0,0.75,1.0,0.25,0.75,1.0,0.5,0.25,0.5,5.75,2.5,3.25,4.25,V,0.6388888888888888,0.65,0.8333333333333334,0.4318181818181818
147,148,"V, K, A, R",1.0,1.0,0.5,1.0,0.25,0.75,1.0,1.0,1.0,0.75,0.75,0.75,0.25,0.5,0.75,1.0,0.75,1.0,1.0,1.0,0.75,0.0,1.0,0.75,1.0,1.0,0.75,0.75,8.0,2.0,3.5,8.0,"V, K",0.8888888888888888,0.7,0.8333333333333334,0.7272727272727273
148,149,"A, R, V",0.5,1.0,1.0,0.5,0.75,0.75,0.25,0.75,0.5,0.5,0.5,0.25,0.5,0.5,1.0,0.5,0.75,0.75,0.5,0.75,0.5,0.5,0.0,0.75,0.75,0.5,1.0,0.75,6.25,2.25,2.25,4.5,V,0.75,0.55,0.75,0.5
149,150,"V, A, R",0.0,1.0,1.0,0.5,0.5,1.0,0.25,0.5,0.25,0.5,0.75,0.75,0.75,0.25,0.25,0.75,0.75,0.75,1.0,0.75,1.0,0.75,0.75,0.0,1.0,0.75,0.5,0.25,6.5,2.25,3.5,5.0,V,0.7222222222222222,0.7,0.75,0.45454545454545453
150,151,"R, A",0.0,0.5,0.75,0.75,0.5,1.0,0.5,0.0,0.5,0.25,0.75,0.5,0.25,0.75,0.25,0.5,0.75,0.75,0.5,0.75,0.0,0.5,0.0,0.0,1.0,1.0,0.5,0.5,3.75,2.25,2.5,4.5,K,0.4166666666666667,0.5,0.75,0.5
151,152,"R, V",0.25,1.0,0.75,0.5,0.5,0.25,0.5,1.0,0.75,0.75,0.25,0.5,0.0,0.5,1.0,1.0,0.25,0.75,0.5,0.75,1.0,0.25,0.5,0.5,0.5,0.25,0.75,0.5,7.25,2.0,1.5,4.75,V,0.8055555555555556,0.4,0.6666666666666666,0.4318181818181818
152,153,"A, V, R, K",1.0,0.5,1.0,0.5,0.0,1.0,0.75,1.0,0.75,1.0,0.25,1.0,0.75,0.75,0.75,1.0,1.0,1.0,0.75,0.5,0.75,0.75,1.0,1.0,0.0,0.75,1.0,1.0,6.25,2.5,3.75,8.0,K,0.8055555555555556,0.75,0.8333333333333334,0.7272727272727273
153,154,"K, V, R, A",0.75,1.0,0.75,0.75,0.75,1.0,1.0,1.0,1.0,0.75,0.0,0.75,0.75,0.25,1.0,0.75,1.0,0.75,0.75,0.75,0.75,1.0,0.75,1.0,0.75,1.0,0.75,0.75,7.75,2.25,4.5,7.75,"V, K",0.8611111111111112,0.9,0.75,0.7045454545454546
154,155,R,0.25,0.75,0.75,1.0,0.5,0.5,0.5,1.0,0.25,0.5,0.25,0.75,0.5,0.5,1.0,0.5,0.25,1.0,0.0,0.5,0.5,0.0,0.75,0.5,0.5,0.5,0.5,0.5,4.0,2.75,2.25,4.5,K,0.5555555555555556,0.45,0.9166666666666666,0.45454545454545453
155,156,"V, A",1.0,0.5,0.0,0.25,0.75,0.75,0.25,0.5,0.5,0.25,0.0,0.25,0.75,0.5,0.75,0.5,1.0,0.0,0.75,0.5,0.75,1.0,0.5,0.5,1.0,0.25,0.75,0.25,5.5,0.25,3.75,4.25,V,0.6666666666666666,0.75,0.08333333333333333,0.4318181818181818
156,157,"A, K, V, R",0.75,0.25,0.5,0.5,0.75,1.0,1.0,0.5,1.0,1.0,0.75,0.75,0.5,0.75,0.5,0.75,1.0,1.0,0.75,0.25,0.5,0.75,1.0,0.25,0.0,1.0,0.75,0.0,4.75,2.0,3.0,8.25,K,0.5833333333333334,0.6,0.6666666666666666,0.75
157,158,V,0.5,0.75,0.5,0.75,0.5,0.25,0.75,1.0,0.0,1.0,0.5,0.5,0.25,0.25,1.0,0.5,1.0,0.5,0.5,1.0,1.0,0.0,0.25,0.0,0.5,0.75,1.0,0.0,7.75,1.75,1.0,5.0,V,0.8611111111111112,0.2,0.5833333333333334,0.45454545454545453
158,159,V,1.0,1.0,0.0,0.25,0.5,0.5,0.0,0.75,0.75,0.5,0.0,1.0,0.5,0.5,0.75,1.0,0.75,0.5,0.75,0.5,0.0,0.5,0.5,0.5,0.0,0.75,0.75,0.25,6.25,0.75,2.0,5.75,V,0.6944444444444444,0.4,0.25,0.5227272727272727
159,160,"V, R, A, K",0.75,0.75,0.5,0.75,1.0,0.5,0.75,1.0,1.0,0.75,1.0,0.75,1.0,1.0,0.25,0.5,0.0,1.0,0.75,0.5,0.5,0.75,0.75,1.0,0.75,0.75,0.5,0.75,4.25,1.75,3.25,9.5,K,0.5277777777777778,0.75,0.75,0.8636363636363636
160,161,"K, A, R, V",0.75,0.75,0.75,0.75,1.0,0.75,0.75,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.25,1.0,0.75,0.5,1.0,1.0,0.5,1.0,0.75,1.0,1.0,1.0,1.0,1.0,6.75,2.0,4.5,10.25,K,0.8055555555555556,0.9,0.6666666666666666,0.9318181818181818
161,162,0.75,0.25,0.75,0.25,0.5,0.5,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.75,1.0,0.75,0.0,0.25,0.75,2.0,1.25,4.25,5.5,K,0.2222222222222222,0.85,0.4166666666666667,0.5
