StudentID,Preferences,Q0,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Visual,Reading,Auditorial,Kinesthetic,Preferred_Style
425,"A, K",0.75,0.5,1.0,0.25,0.75,0.75,0.75,0.25,1.0,0.75,1.0,0.5,1.0,0.75,0.75,0.75,0.25,0.75,0.5,0.25,0.5,1.0,0.75,0.5,0.75,0.5,0.5,1.0,0.4722222222222222,0.6666666666666666,0.75,0.7954545454545454,K
513,A,0.25,0.0,0.25,0.5,0.25,0.75,0.0,0.5,0.5,0.25,0.25,0.25,0.75,0.25,0.5,1.0,0.25,1.0,0.0,0.0,0.5,0.5,0.75,0.0,0.75,0.25,0.25,0.5,0.3333333333333333,0.5833333333333334,0.55,0.3181818181818182,K
15,"K, A",1.0,0.5,0.75,0.0,0.75,1.0,0.0,0.5,0.5,1.0,1.0,0.75,0.75,0.75,0.25,0.5,0.75,0.5,0.5,0.75,0.5,0.75,0.25,0.75,1.0,0.0,0.5,1.0,0.5277777777777778,0.4166666666666667,0.75,0.6818181818181818,K
42,"K, R",0.75,0.5,1.0,0.25,0.75,0.75,0.75,0.25,0.75,0.0,0.75,0.5,1.0,0.75,0.75,0.5,0.5,1.0,0.0,0.25,0.75,0.5,0.0,0.5,1.0,0.75,0.5,0.5,0.4444444444444444,0.75,0.55,0.6590909090909091,K
206,V,0.75,1.0,0.5,0.5,0.5,0.0,1.0,0.75,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.75,0.75,0.0,0.25,1.0,0.75,0.5,0.5,0.5,0.25,0.5,1.0,1.0,0.8055555555555556,0.3333333333333333,0.35,0.6136363636363636,V
38,R,0.25,0.5,0.75,1.0,0.25,0.5,0.25,0.5,0.25,0.5,0.75,0.5,0.75,0.25,0.25,0.5,1.0,1.0,0.5,0.75,0.5,0.0,0.5,0.25,1.0,0.5,0.25,0.75,0.5277777777777778,0.9166666666666666,0.45,0.45454545454545453,V
701,"R, V, K",0.75,1.0,1.0,1.0,0.75,0.0,0.75,0.5,0.75,1.0,0.75,1.0,0.75,0.75,0.75,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.25,0.5,0.25,0.75,0.25,0.75,0.8333333333333334,0.6666666666666666,0.2,0.7954545454545454,K
361,R,0.0,0.25,0.25,0.75,0.5,0.5,0.0,0.25,0.0,0.5,0.5,0.5,0.75,0.25,0.5,0.25,0.5,0.75,0.0,0.5,0.5,0.5,0.5,0.25,0.0,0.5,0.25,0.75,0.3333333333333333,0.5833333333333334,0.35,0.38636363636363635,K
345,"V, K",0.75,0.75,0.5,0.5,1.0,0.25,0.75,1.0,0.75,1.0,1.0,0.75,0.5,1.0,1.0,0.75,0.0,0.0,0.5,1.0,0.75,1.0,0.5,0.75,0.5,0.5,0.0,0.0,0.6388888888888888,0.3333333333333333,0.6,0.7272727272727273,K
13,"A, R, K",0.25,0.5,0.5,0.75,0.75,0.5,1.0,0.0,0.75,1.0,1.0,1.0,0.5,0.75,0.75,0.5,0.0,0.75,0.5,0.5,0.75,0.75,0.75,0.75,1.0,0.75,0.25,0.75,0.4166666666666667,0.6666666666666666,0.75,0.7727272727272727,K
132,R,1.0,0.5,1.0,0.75,0.25,0.75,0.0,0.0,0.25,0.5,0.25,0.5,0.5,0.0,0.5,0.5,0.5,1.0,0.75,0.0,0.5,0.25,0.0,0.5,0.25,0.5,0.25,0.0,0.3888888888888889,0.9166666666666666,0.35,0.3409090909090909,V
299,V,0.25,1.0,0.25,0.5,0.0,0.25,0.5,0.25,0.5,0.5,0.75,0.75,0.5,0.5,1.0,1.0,0.5,0.5,1.0,1.0,0.75,0.0,0.5,0.0,0.5,0.0,0.75,0.75,0.8055555555555556,0.4166666666666667,0.25,0.45454545454545453,V
372,"K, A, V",0.5,0.5,0.5,0.5,0.75,0.75,1.0,0.5,0.75,0.5,0.75,0.5,1.0,0.75,1.0,0.25,0.0,0.5,0.75,1.0,1.0,0.5,1.0,0.75,1.0,0.5,0.75,1.0,0.6388888888888888,0.5,0.8,0.7272727272727273,K
574,"R, V",0.5,0.5,0.75,1.0,0.5,0.5,0.75,1.0,0.5,0.25,0.0,0.25,0.75,0.25,0.75,1.0,0.5,1.0,0.75,0.25,1.0,0.5,0.5,0.75,0.5,0.25,1.0,0.5,0.75,0.9166666666666666,0.55,0.4090909090909091,V
573,"A, K",1.0,0.0,0.25,0.5,1.0,1.0,1.0,0.25,0.75,1.0,0.5,0.75,0.5,0.75,0.5,0.75,0.5,0.5,0.5,0.5,1.0,1.0,0.5,1.0,0.75,0.0,0.75,1.0,0.5277777777777778,0.4166666666666667,0.85,0.75,K
127,R,0.25,0.5,1.0,0.75,0.25,0.5,0.5,0.5,0.0,0.25,0.75,0.5,1.0,0.5,0.5,0.5,0.25,1.0,0.75,0.5,0.0,0.25,0.5,0.25,0.25,0.5,0.5,0.5,0.4444444444444444,0.9166666666666666,0.35,0.45454545454545453,K
292,V,0.25,0.25,1.0,0.25,0.75,0.75,0.25,0.5,0.25,0.5,0.5,0.75,0.25,0.75,0.75,0.5,0.75,0.5,0.5,0.75,0.5,0.5,0.75,0.75,0.5,0.5,0.75,0.5,0.5833333333333334,0.5833333333333334,0.65,0.4772727272727273,K
310,"K, V",1.0,0.75,0.5,0.5,0.75,0.25,1.0,1.0,0.75,0.5,1.0,0.5,0.75,1.0,1.0,0.5,0.5,0.5,0.0,1.0,0.75,0.25,0.5,0.5,0.25,0.75,1.0,0.75,0.7222222222222222,0.5,0.35,0.7954545454545454,K
559,K,0.5,0.0,0.5,0.5,0.75,0.5,0.25,0.5,0.0,1.0,1.0,0.0,0.75,0.75,0.25,0.25,0.5,0.0,0.75,0.5,1.0,0.25,0.0,0.5,0.0,0.75,0.5,0.75,0.4722222222222222,0.3333333333333333,0.25,0.5909090909090909,K
622,"A, R, V",0.0,0.75,1.0,0.75,0.25,1.0,0.0,0.75,0.5,0.25,0.25,1.0,0.0,0.25,1.0,0.75,0.75,0.5,0.0,0.75,0.5,0.75,0.5,1.0,0.5,0.25,1.0,0.5,0.6944444444444444,0.75,0.75,0.29545454545454547,V
594,"R, K, A",0.75,0.5,1.0,0.75,0.75,0.75,0.75,0.5,1.0,1.0,0.75,0.25,1.0,1.0,0.5,0.75,0.0,0.0,0.5,0.25,0.75,0.75,0.75,1.0,0.75,0.0,0.5,0.5,0.4722222222222222,0.5833333333333334,0.8,0.7045454545454546,K
411,"R, V, K",0.75,0.0,1.0,0.5,1.0,1.0,0.75,1.0,0.75,0.75,0.75,0.25,0.5,0.75,0.5,1.0,0.75,1.0,0.5,0.75,0.75,0.0,0.5,0.5,0.25,0.75,0.0,1.0,0.5833333333333334,0.8333333333333334,0.45,0.7272727272727273,K
435,"R, V, A",0.5,0.75,0.25,1.0,0.25,1.0,0.0,0.75,0.25,0.5,0.0,0.75,0.75,0.25,0.75,0.5,0.75,0.75,1.0,0.75,1.0,0.0,1.0,0.75,0.25,0.25,0.75,0.25,0.7777777777777778,0.6666666666666666,0.6,0.3409090909090909,V
201,"K, V",0.75,1.0,0.5,0.5,1.0,0.5,1.0,0.75,1.0,0.75,1.0,1.0,0.0,1.0,0.75,0.5,0.75,0.25,0.5,0.25,1.0,0.25,0.5,0.25,0.75,0.0,0.75,0.5,0.6944444444444444,0.4166666666666667,0.45,0.7272727272727273,K
480,"V, A, R",1.0,1.0,0.0,1.0,0.5,1.0,0.5,0.75,0.75,0.75,0.25,0.5,0.5,0.5,0.75,0.75,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.75,1.0,0.75,0.5,0.25,0.8055555555555556,0.6666666666666666,0.95,0.5681818181818182,V
717,"R, A, V",0.5,0.5,1.0,1.0,0.25,1.0,0.0,0.75,0.5,0.0,0.5,0.25,0.5,0.25,0.75,1.0,1.0,1.0,0.75,0.5,0.75,0.75,0.5,0.0,1.0,1.0,1.0,0.5,0.7777777777777778,1.0,0.65,0.38636363636363635,V
770,R,0.25,0.0,0.75,0.0,0.0,0.0,0.5,0.5,0.0,0.25,0.75,0.0,0.5,0.5,0.0,0.25,0.5,1.0,0.0,0.5,0.25,0.5,0.5,0.25,0.25,0.0,0.0,0.25,0.2222222222222222,0.5833333333333334,0.3,0.2727272727272727,K
233,A,1.0,0.5,0.25,0.5,0.5,0.75,0.0,0.25,0.5,0.5,1.0,0.25,0.5,0.25,0.5,0.5,0.25,0.0,0.0,0.25,0.0,0.5,0.75,0.5,1.0,0.25,0.5,1.0,0.3055555555555556,0.25,0.7,0.5227272727272727,K
114,K,0.75,0.5,0.0,0.5,0.75,0.5,1.0,0.5,0.75,1.0,0.75,0.75,1.0,0.25,0.5,0.75,0.25,0.5,0.0,0.75,0.5,0.75,1.0,0.75,0.5,1.0,0.0,0.75,0.4166666666666667,0.3333333333333333,0.7,0.7954545454545454,K
691,A,0.0,0.0,0.5,0.5,0.0,1.0,0.25,0.5,0.5,0.0,0.5,0.0,0.75,0.5,0.25,0.5,0.5,0.75,0.0,1.0,0.75,0.75,1.0,0.75,0.75,1.0,0.25,0.5,0.4166666666666667,0.5833333333333334,0.85,0.36363636363636365,A
534,"R, V",0.25,0.75,0.75,1.0,0.5,0.5,0.5,0.75,0.0,0.75,0.25,0.5,0.25,0.75,1.0,1.0,0.0,1.0,1.0,0.75,0.75,0.0,0.5,0.5,0.75,1.0,0.75,0.25,0.75,0.9166666666666666,0.45,0.45454545454545453,V
487,"R, V",0.25,1.0,1.0,0.75,0.0,0.25,0.75,0.75,0.25,0.5,0.5,0.75,0.75,0.5,0.0,1.0,0.25,1.0,0.75,0.75,0.75,0.5,0.25,0.5,0.25,0.5,0.75,0.0,0.6666666666666666,0.9166666666666666,0.35,0.4318181818181818,V
788,V,0.5,0.75,0.5,0.0,0.5,0.5,0.25,0.75,0.75,0.0,0.5,0.25,1.0,0.5,0.75,0.5,0.75,0.75,1.0,1.0,1.0,0.5,0.5,0.5,0.25,0.5,0.0,0.0,0.7222222222222222,0.4166666666666667,0.45,0.4318181818181818,V
68,K,1.0,0.5,0.0,1.0,1.0,0.5,0.5,0.0,1.0,0.25,0.25,0.5,1.0,0.5,0.5,0.75,0.75,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0.25,0.75,0.4166666666666667,0.5,0.2,0.7045454545454546,K
151,K,1.0,0.75,1.0,0.0,0.5,0.5,0.5,0.0,0.75,1.0,0.75,0.75,0.75,0.5,0.5,0.0,0.75,0.5,0.75,0.0,0.5,0.5,0.75,0.5,0.75,1.0,0.5,0.75,0.4166666666666667,0.5,0.6,0.75,K
83,"K, R, V",1.0,0.75,0.5,0.25,0.75,0.5,0.5,1.0,1.0,1.0,1.0,0.25,0.75,0.75,0.0,0.75,1.0,0.75,0.5,0.75,1.0,0.25,0.5,0.5,0.25,0.75,0.5,1.0,0.6944444444444444,0.5,0.4,0.7954545454545454,K
126,"R, V, K",0.0,0.5,0.75,1.0,1.0,0.5,1.0,0.75,1.0,0.75,0.5,1.0,1.0,1.0,1.0,0.75,1.0,0.5,1.0,0.5,1.0,0.5,0.25,0.25,0.5,0.5,1.0,0.5,0.8333333333333334,0.75,0.4,0.75,K
242,A,0.0,0.25,0.5,0.5,0.25,0.75,1.0,0.5,0.75,0.75,0.75,0.25,0.75,0.5,0.25,0.5,0.75,0.0,0.75,0.5,0.25,0.0,1.0,1.0,0.5,0.75,1.0,0.5,0.5277777777777778,0.3333333333333333,0.65,0.5681818181818182,K
476,"V, A",0.5,0.5,0.75,0.5,0.0,0.75,0.25,0.75,0.0,0.5,0.75,0.25,1.0,0.5,1.0,0.75,1.0,0.5,1.0,1.0,1.0,0.75,0.5,1.0,0.75,0.25,0.75,0.0,0.8611111111111112,0.5833333333333334,0.75,0.36363636363636365,V
522,"R, A",1.0,0.25,0.0,0.0,0.5,1.0,0.25,0.25,0.75,0.5,0.25,0.5,0.25,0.5,0.5,0.25,0.5,0.75,0.75,0.25,0.75,0.5,1.0,0.25,1.0,0.25,0.25,0.5,0.4166666666666667,0.25,0.75,0.4772727272727273,K
542,A,0.25,0.75,0.5,0.0,0.5,0.75,0.25,0.75,0.5,0.25,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.25,0.25,0.25,0.75,0.75,0.5,0.5,0.5,0.5,0.5,0.4722222222222222,0.16666666666666666,0.65,0.4090909090909091,V
504,"A, V, R",1.0,0.0,1.0,0.75,0.0,0.0,0.5,1.0,0.5,0.5,0.25,0.75,0.5,0.5,0.0,1.0,0.75,0.75,0.75,1.0,1.0,0.75,1.0,0.5,0.75,0.25,0.75,0.5,0.6944444444444444,0.8333333333333334,0.6,0.4772727272727273,V
719,"R, K",0.75,0.5,0.75,1.0,0.75,0.5,0.5,0.5,1.0,0.75,0.75,1.0,0.25,0.75,0.0,0.0,0.75,0.0,0.5,0.75,0.5,0.25,0.5,0.25,0.5,0.75,0.5,1.0,0.4444444444444444,0.5833333333333334,0.4,0.75,K
397,K,1.0,0.25,0.75,0.5,0.75,0.5,1.0,0.0,1.0,0.0,1.0,1.0,0.5,0.75,0.25,0.25,0.0,0.5,0.25,0.25,0.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.19444444444444445,0.5833333333333334,0.7,0.8181818181818182,K
641,"K, V",0.75,1.0,0.0,0.25,1.0,0.25,1.0,0.5,0.5,0.5,0.75,0.75,1.0,1.0,0.5,1.0,1.0,0.25,0.75,1.0,0.75,0.5,0.75,0.5,0.75,0.75,1.0,1.0,0.8333333333333334,0.16666666666666666,0.55,0.8181818181818182,K
617,"A, R",0.0,1.0,0.5,0.25,0.5,1.0,0.5,0.25,0.5,0.25,0.5,0.75,0.25,0.5,0.25,0.75,0.75,0.75,0.5,0.25,0.0,0.75,1.0,1.0,1.0,0.25,0.5,0.25,0.4722222222222222,0.5,0.95,0.38636363636363635,A
526,R,0.0,0.5,0.75,0.75,0.5,0.0,0.5,0.25,0.75,1.0,0.0,0.5,0.0,0.5,0.5,0.0,0.75,0.5,0.5,0.5,0.5,0.75,1.0,0.5,0.5,0.25,0.0,0.75,0.3888888888888889,0.6666666666666666,0.55,0.4318181818181818,K
728,"K, A, V",0.0,0.25,0.0,0.5,0.75,0.75,0.5,0.5,0.5,1.0,0.75,1.0,0.75,1.0,1.0,0.75,0.5,0.5,0.0,0.5,0.5,0.5,1.0,1.0,0.25,1.0,0.0,0.25,0.4444444444444444,0.3333333333333333,0.7,0.6818181818181818,K
538,"A, R, V",0.5,0.75,1.0,0.75,0.5,1.0,0.25,1.0,0.5,0.0,0.5,0.0,0.75,0.75,0.75,0.75,1.0,0.5,0.25,0.5,0.75,1.0,1.0,0.75,0.75,0.5,0.5,0.0,0.6944444444444444,0.75,0.9,0.38636363636363635,V
794,"V, R, A",0.5,0.75,0.5,0.5,0.25,1.0,0.5,1.0,0.0,0.25,0.0,0.75,0.5,0.5,1.0,1.0,1.0,1.0,0.75,0.75,0.75,0.0,0.5,1.0,0.75,0.25,1.0,1.0,0.8888888888888888,0.6666666666666666,0.65,0.4090909090909091,V
276,"K, V, R",0.75,0.75,1.0,0.25,0.75,0.5,1.0,0.75,1.0,1.0,0.5,0.75,0.75,0.5,0.75,1.0,1.0,1.0,0.5,0.5,0.75,0.25,0.25,0.0,0.5,0.75,1.0,0.75,0.7777777777777778,0.75,0.3,0.7727272727272727,K
721,"V, A",0.25,1.0,1.0,0.75,0.5,0.75,0.75,1.0,0.5,0.25,0.25,0.25,0.5,0.5,0.75,0.75,1.0,0.5,1.0,0.5,0.75,0.75,0.75,0.75,0.75,0.75,0.0,0.5,0.75,0.75,0.75,0.45454545454545453,V
782,"V, R, A",0.5,1.0,1.0,0.75,0.25,0.5,0.5,0.75,0.25,0.5,0.5,0.75,0.5,0.5,1.0,0.75,0.75,1.0,0.5,0.75,1.0,1.0,0.75,1.0,0.75,0.5,1.0,0.75,0.8333333333333334,0.9166666666666666,0.8,0.5,V
176,"V, K",1.0,0.75,0.25,0.75,0.75,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,0.75,0.25,0.25,0.5,0.25,0.75,0.5,0.75,0.5,0.5,0.45,0.8863636363636364,K
758,"R, K",0.75,0.75,1.0,0.5,0.75,0.5,0.5,0.5,1.0,1.0,0.75,0.75,1.0,0.75,0.25,0.25,0.25,1.0,0.75,0.5,0.25,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.4444444444444444,0.8333333333333334,0.5,0.8409090909090909,K
296,"A, V, K",1.0,1.0,0.75,0.75,0.25,0.75,0.75,0.25,1.0,1.0,0.75,1.0,0.5,0.75,1.0,1.0,1.0,0.25,1.0,0.25,0.75,1.0,0.75,1.0,0.75,1.0,0.75,0.5,0.7777777777777778,0.5833333333333334,0.85,0.7727272727272727,K
753,"K, A",0.75,0.5,0.5,0.5,0.25,0.5,0.75,0.25,1.0,0.5,0.75,0.5,1.0,1.0,0.5,0.75,0.5,0.0,0.75,1.0,0.75,1.0,0.75,1.0,0.75,0.75,0.25,0.0,0.5833333333333334,0.3333333333333333,0.8,0.6590909090909091,K
432,K,0.75,0.75,0.25,0.0,0.75,0.25,0.75,0.25,0.5,0.75,0.75,0.75,0.75,0.75,0.0,0.5,0.25,0.5,0.25,0.5,0.5,0.5,0.5,0.5,0.75,0.75,0.0,0.75,0.3333333333333333,0.25,0.5,0.7272727272727273,K
270,"K, V, A",1.0,0.0,0.75,0.25,0.75,0.5,0.75,1.0,0.25,0.75,1.0,0.75,1.0,1.0,0.75,0.0,0.75,0.5,1.0,0.75,1.0,0.0,0.0,0.5,1.0,1.0,0.75,0.75,0.6666666666666666,0.5,0.4,0.8181818181818182,K
565,"V, A",0.5,0.5,0.0,0.75,0.75,1.0,0.25,0.5,0.5,0.5,0.25,0.5,0.5,0.0,0.5,0.0,1.0,0.25,0.75,0.0,1.0,0.5,0.25,0.75,1.0,0.75,0.75,0.75,0.5555555555555556,0.3333333333333333,0.7,0.4772727272727273,K
726,"K, A, R",1.0,1.0,1.0,0.75,1.0,0.75,1.0,0.5,0.75,0.5,0.5,1.0,1.0,1.0,0.0,0.5,0.5,0.25,0.5,1.0,0.25,1.0,0.75,0.25,0.75,1.0,0.0,1.0,0.4722222222222222,0.6666666666666666,0.7,0.8863636363636364,K
219,V,0.75,1.0,0.25,0.25,0.25,0.5,0.25,0.75,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.75,0.25,0.5,0.0,0.25,0.75,0.5,0.8888888888888888,0.4166666666666667,0.4,0.45454545454545453,V
232,R,0.25,0.5,0.0,1.0,0.5,0.5,0.25,1.0,0.0,0.25,0.5,0.5,0.75,0.75,0.25,0.75,0.75,1.0,0.5,0.25,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5277777777777778,0.6666666666666666,0.5,0.4318181818181818,"V, K"
371,A,0.5,0.25,0.5,0.5,0.5,1.0,0.25,0.5,0.25,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.25,0.25,0.0,0.3888888888888889,0.3333333333333333,0.9,0.3409090909090909,A
593,"R, K",0.75,0.75,0.75,0.25,0.75,0.0,1.0,0.25,0.5,1.0,0.75,0.75,0.75,0.25,0.25,0.0,0.25,0.75,0.75,0.0,0.5,0.0,0.25,0.5,0.5,0.0,0.0,0.75,0.3055555555555556,0.5833333333333334,0.25,0.6590909090909091,K
674,R,0.25,1.0,0.75,0.5,0.5,0.0,0.5,0.25,0.25,0.0,0.5,0.5,0.25,0.5,0.75,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.5,0.0,0.5,0.5,0.5,0.5,0.4722222222222222,0.5833333333333334,0.25,0.38636363636363635,V
584,K,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,1.0,0.75,1.0,0.75,0.75,1.0,0.0,0.25,0.0,0.75,0.25,0.5,0.75,0.5,0.5,0.75,0.5,1.0,0.5,1.0,0.3333333333333333,0.5833333333333334,0.55,0.8409090909090909,K
665,"V, K, A",0.75,0.5,0.5,0.75,1.0,0.5,1.0,0.75,1.0,0.25,0.5,0.75,0.0,0.5,0.75,1.0,1.0,0.25,0.75,1.0,0.75,0.5,0.75,0.25,0.75,0.75,1.0,1.0,0.8333333333333334,0.5,0.55,0.6818181818181818,V
389,"K, V",1.0,0.75,0.5,0.0,0.75,0.0,0.5,1.0,0.5,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.75,0.25,1.0,0.5,0.75,0.0,0.75,0.5,0.5,0.75,0.75,0.75,0.8333333333333334,0.25,0.35,0.8181818181818182,K
793,"V, K",1.0,1.0,0.5,0.5,0.75,0.25,0.75,0.75,1.0,1.0,0.75,1.0,0.75,1.0,1.0,1.0,1.0,1.0,0.75,0.75,1.0,0.25,0.5,0.75,0.25,1.0,0.75,0.75,0.8888888888888888,0.6666666666666666,0.4,0.8863636363636364,K
774,"K, A",0.75,0.25,0.5,0.25,1.0,0.75,1.0,0.75,0.5,0.75,1.0,1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.25,0.75,0.75,0.5,0.75,0.75,0.5277777777777778,0.4166666666666667,0.65,0.7954545454545454,K
241,A,0.25,0.5,0.0,1.0,0.0,1.0,0.5,0.5,0.25,0.5,0.25,0.0,0.5,0.75,0.5,0.0,0.0,0.5,0.5,0.5,0.0,1.0,0.75,1.0,1.0,0.25,0.5,1.0,0.3333333333333333,0.5,0.95,0.38636363636363635,A
746,"V, K",1.0,0.75,0.5,0.75,1.0,0.0,1.0,0.75,0.5,0.0,1.0,1.0,0.75,0.75,0.75,1.0,0.5,0.25,1.0,1.0,1.0,0.75,0.25,0.5,1.0,0.5,0.5,1.0,0.8055555555555556,0.5,0.5,0.7727272727272727,K
529,"A, R, V",0.5,0.5,1.0,0.75,0.5,0.75,0.5,1.0,0.0,0.75,0.25,0.5,0.25,0.25,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.0,1.0,0.25,1.0,0.25,0.75,0.5,0.75,0.8333333333333334,0.6,0.38636363636363635,V
384,R,0.75,0.5,0.75,0.75,0.5,0.25,0.75,0.75,0.5,0.25,0.5,0.5,0.0,0.25,0.0,0.5,0.5,0.75,0.5,0.75,0.5,0.5,0.0,0.75,0.5,0.0,0.75,0.75,0.5277777777777778,0.75,0.4,0.4318181818181818,V
255,"A, K",0.75,0.0,0.5,0.5,1.0,0.75,1.0,0.25,0.75,0.75,1.0,0.75,1.0,1.0,0.0,1.0,0.25,0.5,0.5,0.25,0.5,0.5,0.5,0.75,0.5,0.25,0.0,1.0,0.3055555555555556,0.5,0.6,0.8409090909090909,K
533,A,1.0,0.75,0.75,0.5,0.0,0.75,0.75,0.25,0.5,0.75,0.75,0.25,0.25,0.5,0.5,0.25,0.75,0.25,0.5,0.0,0.25,0.75,0.75,0.5,0.0,0.0,0.5,0.0,0.4166666666666667,0.5,0.55,0.4318181818181818,K
459,A,0.5,0.5,1.0,0.5,0.5,0.75,0.75,0.0,0.25,0.0,0.75,0.0,0.25,0.5,0.5,1.0,0.25,0.75,1.0,0.0,0.75,1.0,1.0,0.75,1.0,0.0,0.25,0.5,0.4722222222222222,0.75,0.9,0.36363636363636365,A
549,V,1.0,0.5,0.0,0.5,0.5,0.75,0.5,0.5,0.75,0.25,0.25,0.25,0.5,0.5,0.75,0.75,0.75,0.5,0.75,1.0,0.75,0.5,0.5,0.25,0.5,0.5,1.0,0.25,0.75,0.3333333333333333,0.5,0.4772727272727273,V
767,"R, K, V",1.0,0.25,0.75,0.75,1.0,0.0,1.0,1.0,0.75,0.75,1.0,1.0,1.0,1.0,0.75,0.75,1.0,0.75,0.25,1.0,0.5,0.5,0.5,1.0,0.5,0.75,0.5,1.0,0.6666666666666666,0.75,0.5,0.9318181818181818,K
530,V,0.5,1.0,0.5,0.5,0.75,0.5,0.25,1.0,0.75,1.0,0.5,0.75,0.5,0.5,1.0,1.0,0.75,1.0,1.0,0.25,0.5,0.75,0.75,0.75,0.5,0.5,0.5,0.75,0.7777777777777778,0.6666666666666666,0.65,0.6136363636363636,V
568,R,1.0,0.75,1.0,0.75,0.5,0.25,0.75,1.0,0.75,0.5,0.5,0.0,0.5,0.5,0.5,1.0,0.5,0.75,0.75,0.5,0.25,0.75,0.0,0.75,0.25,0.5,0.5,0.5,0.6388888888888888,0.8333333333333334,0.4,0.5454545454545454,K
360,V,0.5,0.75,0.5,0.5,0.75,0.5,0.5,0.75,0.5,0.25,0.5,0.25,0.5,0.25,1.0,0.5,0.5,0.75,1.0,1.0,0.0,0.75,0.25,0.25,0.25,0.0,1.0,0.0,0.7222222222222222,0.5833333333333334,0.4,0.36363636363636365,V
659,"A, K",0.75,0.5,0.75,1.0,1.0,1.0,0.5,0.5,1.0,0.75,0.75,1.0,0.5,1.0,0.5,0.0,0.25,0.25,0.25,0.25,0.25,1.0,1.0,0.25,0.75,0.75,0.5,1.0,0.3333333333333333,0.6666666666666666,0.8,0.8181818181818182,K
262,"K, A",0.25,0.25,0.5,0.25,0.75,0.75,0.25,0.25,0.75,0.75,1.0,0.5,0.75,0.5,0.5,0.25,0.5,0.75,1.0,0.5,0.5,0.0,0.5,0.75,1.0,0.75,0.5,0.5,0.4722222222222222,0.5,0.6,0.6136363636363636,K
655,"V, K",0.75,0.75,0.5,0.25,0.75,0.0,0.0,1.0,0.75,1.0,1.0,0.75,1.0,0.5,0.5,1.0,0.75,0.25,0.25,0.75,0.5,0.5,0.5,0.25,1.0,0.75,0.75,1.0,0.6944444444444444,0.3333333333333333,0.45,0.75,K
426,A,0.5,0.5,0.25,0.25,0.0,0.75,0.25,0.5,0.5,0.75,0.5,0.5,0.25,0.25,0.0,0.5,0.25,0.25,0.0,0.25,0.25,0.75,0.75,1.0,0.75,0.5,0.5,0.25,0.3055555555555556,0.25,0.8,0.38636363636363635,K
290,"R, K, A",0.0,0.5,0.5,0.75,1.0,0.75,1.0,0.5,1.0,1.0,0.75,1.0,1.0,0.75,0.0,0.0,0.25,0.75,0.75,0.25,1.0,0.75,0.5,0.5,0.5,0.5,0.5,0.75,0.4166666666666667,0.6666666666666666,0.6,0.7954545454545454,K
113,"A, V, R",0.5,0.75,0.75,1.0,0.0,0.75,0.25,1.0,0.5,0.5,0.5,0.25,0.75,0.75,0.75,1.0,1.0,1.0,0.75,1.0,0.5,0.5,1.0,1.0,0.0,1.0,0.75,0.75,0.8333333333333334,0.9166666666666666,0.65,0.5227272727272727,V
194,"A, V",0.25,0.5,0.5,0.5,0.0,0.75,1.0,0.0,0.5,0.25,0.75,0.0,0.5,0.5,1.0,1.0,0.25,0.5,0.75,1.0,1.0,1.0,0.75,0.75,1.0,0.25,0.5,0.25,0.6666666666666666,0.5,0.85,0.38636363636363635,V
730,A,0.5,0.0,0.75,0.25,0.75,0.75,0.5,0.5,0.0,0.25,0.25,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0.5,1.0,0.75,0.5,0.25,0.5,0.75,0.75,0.75,0.5,0.5277777777777778,0.5,0.55,0.45454545454545453,K
525,"A, V, R",0.25,1.0,1.0,1.0,0.5,0.5,0.75,1.0,0.5,0.5,0.5,0.5,0.25,0.25,0.75,0.75,0.5,1.0,1.0,0.75,0.75,0.5,0.75,1.0,1.0,0.5,1.0,0.25,0.8333333333333334,1.0,0.75,0.4318181818181818,V
